user_id,event_timestamp,batch_event_index,event_name,app_version,session_id,time_played,country,level,is_success,game_mode,device_category,mobile_brand_name,operating_system,ingestion_time,source_file
9502037576544868.0,1771822769591462.0,2,level_end,145.0,1771822185,,United States,1463.0,True,Single,desktop,Microsoft,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
8151359098301756.0,1771780000000000.0,3,level_end,145.0,1771778535,269.0811,Canada,2796.0,False,Single,desktop,Google,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.407489591881371e+16,1771820138063627.0,2,level_end,145.0,1771819943,166.57,Austria,306.0,True,Single,desktop,Mozilla,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.4103465152687228e+16,1771770232345626.0,2,level_end,145.0,1771767989,649.414,Finland,134.0,True,Single,desktop,Mozilla,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.4103465152687228e+16,1771769552580279.0,2,level_end,145.0,1771767989,880.299,Finland,133.0,True,Single,desktop,Mozilla,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.45533011143564e+16,1771752285264891.0,2,level_end,145.0,1771751828,337.19,France,,True,Single,desktop,Apple,Macintosh,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.45533011143564e+16,1771751936601067.0,5,level_end,145.0,1771751828,97.82,France,292.0,False,Single,desktop,Apple,Macintosh,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.0266654539592464e+16,1771756688985526.0,3,level_end,145.0,1771754410,152.1964,Netherlands,931.0,True,Single,desktop,Google,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.488151385815778e+16,1771790626236913.0,3,level_end,145.0,1771790058,296.3147,Hungary,999.0,True,Single,desktop,Microsoft,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.488151385815778e+16,1771790316438268.0,2,level_end,145.0,1771790058,200.8154,Hungary,998.0,True,Single,desktop,Microsoft,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.671365843489117e+16,1771789076330882.0,2,level_end,145.0,1771784202,137.58,United States,211.0,True,Single,desktop,Apple,Macintosh,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.671365843489117e+16,1771788464283436.0,2,level_end,145.0,1771784202,315.144,United States,209.0,True,Single,desktop,Apple,Macintosh,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.671365843489117e+16,1771785647863753.0,2,level_end,145.0,1771784202,390.732,United States,207.0,True,Single,desktop,Apple,Macintosh,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.671365843489117e+16,1771819948517274.0,2,level_end,145.0,1771815843,393.774,United States,216.0,True,Single,desktop,Apple,Macintosh,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.671365843489117e+16,1771788602046038.0,2,level_end,145.0,1771784202,118.126,United States,210.0,True,Single,desktop,Apple,Macintosh,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.671365843489117e+16,1771816264374123.0,2,level_end,145.0,1771815843,205.748,United States,213.0,True,Single,desktop,Apple,Macintosh,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.559530015342969e+16,1771757502690413.0,1,level_end,145.0,1771756234,295.2814,Romania,52.0,True,DailyChallenge,desktop,Google,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.559530015342969e+16,1771757827935237.0,1,level_end,145.0,1771756234,242.499,Romania,52.0,True,DailyChallenge,desktop,Google,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771781542065084.0,2,level_end,145.0,1771773723,2965.4778,Bulgaria,900.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771762153039944.0,1,level_end,145.0,1771752771,272.6061,Bulgaria,882.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771780000000000.0,2,level_end,145.0,1771773723,325.5815,Bulgaria,892.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771776797309903.0,3,level_end,145.0,1771773723,324.8362,Bulgaria,896.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771777079638697.0,2,level_end,145.0,1771773723,252.1728,Bulgaria,897.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771760000000000.0,2,level_end,145.0,1771752771,345.6075,Bulgaria,875.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771755132666997.0,2,level_end,145.0,1771752771,370.5811,Bulgaria,870.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771762818133667.0,2,level_end,145.0,1771752771,248.3621,Bulgaria,884.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771775961655723.0,2,level_end,145.0,1771773723,220.8992,Bulgaria,894.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771754746419812.0,2,level_end,145.0,1771752771,256.028,Bulgaria,869.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771761619681884.0,2,level_end,145.0,1771752771,258.8496,Bulgaria,880.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771782181468374.0,2,level_end,145.0,1771773723,189.088,Bulgaria,902.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771755352565124.0,2,level_end,145.0,1771752771,200.1867,Bulgaria,871.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771775682766188.0,2,level_end,145.0,1771773723,241.0282,Bulgaria,893.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771760109713617.0,2,level_end,145.0,1771752771,356.2616,Bulgaria,877.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771776396334918.0,2,level_end,145.0,1771773723,80.1533,Bulgaria,895.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771773965328802.0,2,level_end,145.0,1771773723,214.2524,Bulgaria,889.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771761311945367.0,2,level_end,145.0,1771752771,323.5485,Bulgaria,879.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.339988342965929e+16,1771753066724304.0,2,level_end,145.0,1771752771,235.7744,Bulgaria,865.0,True,Single,desktop,Opera Software,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771786451770932.0,2,level_end,145.0,1771779444,379.2383,Thailand,138.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771780553024406.0,2,level_end,145.0,1771779444,176.6424,Thailand,121.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771780000000000.0,2,level_end,145.0,1771779444,108.4483,Thailand,122.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771818953241827.0,2,level_end,145.0,1771818599,343.5018,Thailand,152.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771820456568822.0,4,level_end,145.0,1771818980,284.381,Thailand,154.0,False,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771783265901676.0,3,level_end,145.0,1771779444,336.7052,Thailand,129.0,False,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771783583619549.0,3,level_end,145.0,1771779444,314.3215,Thailand,129.0,False,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771780819082686.0,1,level_end,145.0,1771779444,122.7874,Thailand,123.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771782901946774.0,2,level_end,145.0,1771779444,342.5695,Thailand,128.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771781844176028.0,5,level_end,145.0,1771779444,123.4823,Thailand,126.0,False,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771817069599328.0,5,level_end,145.0,1771815028,316.0067,Thailand,147.0,False,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771778344392543.0,2,level_end,145.0,1771777679,227.0821,Thailand,113.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771821558776775.0,4,level_end,145.0,1771818980,254.8414,Thailand,154.0,False,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771819600854165.0,4,level_end,145.0,1771818980,359.0242,Thailand,154.0,False,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771785063977004.0,2,level_end,145.0,1771779444,269.5282,Thailand,133.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771819224737529.0,2,level_end,145.0,1771818980,232.9581,Thailand,153.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771815299055576.0,2,level_end,145.0,1771815028,116.7072,Thailand,140.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771820000000000.0,2,level_end,145.0,1771815028,205.4122,Thailand,148.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771782560606091.0,6,level_end,145.0,1771779444,84.5962,Thailand,128.0,False,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771820993457373.0,3,level_end,145.0,1771818980,528.8344,Thailand,154.0,False,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771778728725743.0,2,level_end,145.0,1771777679,123.5237,Thailand,115.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771784443384299.0,2,level_end,145.0,1771779444,266.3717,Thailand,131.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771785351611105.0,2,level_end,145.0,1771779444,270.7831,Thailand,134.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771818300963939.0,2,level_end,145.0,1771815028,111.7952,Thailand,151.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771816279483027.0,2,level_end,145.0,1771815028,262.8263,Thailand,144.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771786044653142.0,2,level_end,145.0,1771779444,137.4442,Thailand,137.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771779697422594.0,2,level_end,145.0,1771779444,242.347,Thailand,118.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771817819718338.0,2,level_end,145.0,1771815028,219.7733,Thailand,149.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771781463730415.0,2,level_end,145.0,1771779444,538.779,Thailand,124.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771780252487733.0,5,level_end,145.0,1771779444,132.6594,Thailand,121.0,False,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771780365361063.0,6,level_end,145.0,1771779444,107.9758,Thailand,121.0,False,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771781696402253.0,2,level_end,145.0,1771779444,215.0855,Thailand,125.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771817355173309.0,2,level_end,145.0,1771815028,277.2793,Thailand,147.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.5863090269992732e+16,1771816530851647.0,2,level_end,145.0,1771815028,225.475,Thailand,145.0,True,Single,mobile,,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3987639360880468e+16,1771777413816149.0,5,level_end,145.0,1771776996,244.052,Bulgaria,268.0,False,Single,desktop,Mozilla,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3987639360880468e+16,1771778832783508.0,2,level_end,145.0,1771776996,527.889,Bulgaria,269.0,True,Single,desktop,Mozilla,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3987639360880468e+16,1771750177144658.0,2,level_end,,1771747746,609.204,Bulgaria,257.0,True,Single,desktop,Mozilla,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3987639360880468e+16,1771754538190361.0,2,level_end,145.0,1771753188,393.395,Bulgaria,259.0,True,Single,desktop,Mozilla,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3987639360880468e+16,1771778284840659.0,2,level_end,145.0,1771776996,864.151,Bulgaria,268.0,True,Single,desktop,Mozilla,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3987639360880468e+16,1771770000000000.0,2,level_end,145.0,1771768894,413.467,Bulgaria,267.0,True,Single,desktop,Mozilla,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3987639360880468e+16,1771769756024591.0,2,level_end,145.0,1771768894,575.252,Bulgaria,262.0,True,Single,desktop,Mozilla,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3987639360880468e+16,1771830286960566.0,2,level_end,145.0,1771829568,612.786,Bulgaria,53.0,True,DailyChallenge,desktop,Mozilla,Windows,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.6354425877495864e+16,1771788744680981.0,2,level_end,145.0,1771788152,120.704,Canada,24.0,True,Single,desktop,Apple,Macintosh,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.6354425877495864e+16,1771788315711315.0,2,level_end,145.0,1771788152,153.028,Canada,21.0,True,Single,desktop,Apple,Macintosh,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.6354425877495864e+16,1771788506081213.0,2,level_end,145.0,1771788152,160.851,Canada,22.0,True,Single,desktop,Apple,Macintosh,2026-05-24T09:49:58,Intern Test Data - Data.csv
,1771790000000000.0,5,level_end,145.0,1771789693,57.6679,Brazil,8.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771782708347194.0,2,level_end,145.0,1771782000,81.8065,Ecuador,5389.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771788084993224.0,2,level_end,145.0,1771786494,108.2298,Ecuador,5397.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771786538656017.0,5,level_end,145.0,1771786494,29.8654,Ecuador,5391.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771808609580275.0,4,level_end,145.0,1771807540,77.8767,Ecuador,5407.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771808396771995.0,2,level_end,145.0,1771807540,133.8232,Ecuador,5405.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771807647291819.0,3,level_end,145.0,1771807540,98.8783,Ecuador,5401.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771808692769174.0,2,level_end,145.0,1771807540,73.696,Ecuador,5407.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771787046938884.0,5,level_end,145.0,1771786494,156.24,Ecuador,5394.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771761530483803.0,2,level_end,145.0,1771761306,157.558,Ecuador,5376.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771782130452929.0,2,level_end,145.0,1771782000,116.0964,Ecuador,5386.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771790000000000.0,2,level_end,145.0,1771786494,94.4899,Ecuador,5392.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771807781124472.0,2,level_end,145.0,1771807540,110.9842,Ecuador,5402.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771761364783423.0,6,level_end,145.0,1771761306,40.647,Ecuador,5376.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771787978133487.0,5,level_end,145.0,1771786494,63.0359,Ecuador,5397.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771821673484576.0,4,level_end,145.0,1771818269,534.2039,Ecuador,,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771809306704227.0,2,level_end,145.0,1771807540,234.6505,Ecuador,5410.0,,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771770131655845.0,2,level_end,145.0,1771769613,80.3275,Ecuador,5383.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771782777408473.0,6,level_end,145.0,1771782000,25.2646,Ecuador,5390.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771782454388686.0,2,level_end,145.0,1771782000,190.6067,Ecuador,5388.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771770308499152.0,5,level_end,145.0,1771769613,151.1398,Ecuador,5384.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771788916017532.0,3,level_end,,1771786494,480.5042,Ecuador,5400.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771761994340419.0,2,level_end,145.0,1771761306,137.5336,Ecuador,5379.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771788435248222.0,6,level_end,145.0,1771786494,30.8141,Ecuador,5400.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771787638499049.0,3,level_end,145.0,1771786494,150.5134,Ecuador,5396.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771782247503055.0,2,level_end,145.0,1771782000,95.3596,Ecuador,5387.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771819142678349.0,6,level_end,145.0,1771818269,38.0167,Ecuador,5416.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771820018124001.0,2,level_end,145.0,1771818269,76.9975,Ecuador,5419.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771786618717767.0,2,level_end,145.0,1771786494,81.2255,Ecuador,5391.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771786844369192.0,2,level_end,145.0,1771786494,72.7357,Ecuador,5393.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771782989328253.0,2,level_end,145.0,1771782000,153.9836,Ecuador,5390.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771770545640877.0,2,level_end,145.0,1771769613,161.8274,Ecuador,5384.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771770375399148.0,5,level_end,145.0,1771769613,66.7686,Ecuador,5384.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771809051040609.0,2,level_end,145.0,1771807540,82.1307,Ecuador,5409.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771762217456155.0,2,level_end,145.0,1771761306,205.3526,Ecuador,5380.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771787892318431.0,2,level_end,145.0,1771786494,209.9435,Ecuador,5396.0,True,,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771787683427611.0,5,level_end,145.0,1771786494,36.8587,Ecuador,5396.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771821134384028.0,5,level_end,145.0,1771818269,345.1473,Ecuador,5420.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771818951358412.0,2,level_end,145.0,1771818269,222.4779,Ecuador,5414.0,,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
9258145460957608.0,1771770642516671.0,2,level_end,145.0,1771769613,73.2716,Ecuador,5385.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.58411108921538e+16,1771790537387698.0,2,level_end,145.0,1771790079,156.0845,Italy,4.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
2.58411108921538e+16,1771790324281118.0,2,level_end,145.0,1771790079,90.5207,Italy,3.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771790000000000.0,6,level_end,145.0,1771791134,55.6502,Czechia,480.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771794098018967.0,3,level_end,145.0,1771791134,332.7312,Czechia,492.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771799687979874.0,4,level_end,145.0,1771791134,144.2009,Czechia,508.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771797946883822.0,2,level_end,145.0,1771791134,57.1387,Czechia,501.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771796818379365.0,6,level_end,145.0,1771791134,87.2654,Czechia,498.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771795817695334.0,2,level_end,145.0,1771791134,276.8972,Czechia,496.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771799906267076.0,2,level_end,145.0,1771791134,207.2912,Czechia,508.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771800125756204.0,3,level_end,145.0,1771791134,199.2484,Czechia,509.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771798672661083.0,4,level_end,145.0,1771791134,174.4095,Czechia,506.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771799504988882.0,2,level_end,145.0,1771791134,101.3515,Czechia,507.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771801224357737.0,6,level_end,145.0,1771800650,43.4073,Czechia,512.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771801103783795.0,2,level_end,145.0,1771800650,100.0689,Czechia,511.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771792963254753.0,6,level_end,145.0,1771791134,42.6661,Czechia,488.0,False,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
3.3602384232693412e+16,1771792898442615.0,2,level_end,145.0,1771791134,149.7208,Czechia,487.0,True,Single,mobile,Xiaomi,Android,2026-05-24T09:49:58,Intern Test Data - Data.csv
